query,intent,language,topic,expected_document
Is an income certificate required?,scholarship,English,scholarship,scholarship.txt
Income certificate chahiye kya?,scholarship,Hinglish,scholarship,scholarship.txt
When is the scholarship deadline?,scholarship,English,scholarship,scholarship.txt
Scholarship ki last date kya hai?,scholarship,Hinglish,scholarship,scholarship.txt
Can aid cover tuition?,scholarship,English,scholarship,scholarship.txt
Scholarship se tuition cover hoti hai?,scholarship,Hinglish,scholarship,scholarship.txt
What documents should I submit?,documents_required,English,documents_required,admission_process.txt
Admission documents kaunse hain?,documents_required,Hinglish,documents_required,admission_process.txt
Do I need my Class 10 marksheet?,documents_required,English,documents_required,admission_process.txt
10th ki marksheet chahiye kya?,documents_required,Hinglish,documents_required,admission_process.txt
Do I need my Class 12 marksheet?,documents_required,English,documents_required,admission_process.txt
12th ki marksheet deni hai?,documents_required,Hinglish,documents_required,admission_process.txt
Is identity proof required?,documents_required,English,documents_required,admission_process.txt
ID proof zaroori hai kya?,documents_required,Hinglish,documents_required,admission_process.txt
Do I need a transfer certificate?,documents_required,English,documents_required,admission_process.txt
Transfer certificate lagega kya?,documents_required,Hinglish,documents_required,admission_process.txt
Is a character certificate required?,documents_required,English,documents_required,admission_process.txt
Character certificate chahiye kya?,documents_required,Hinglish,documents_required,admission_process.txt
Do I need a category certificate?,documents_required,English,documents_required,admission_process.txt
Category certificate dena hai kya?,documents_required,Hinglish,documents_required,admission_process.txt
How many photos are needed?,documents_required,English,documents_required,admission_process.txt
Kitne photos chahiye?,documents_required,Hinglish,documents_required,admission_process.txt
Are scanned copies accepted?,documents_required,English,documents_required,admission_process.txt
Scanned copies upload kar sakte hain?,documents_required,Hinglish,documents_required,admission_process.txt
Is a medical certificate needed?,documents_required,English,documents_required,admission_process.txt
Medical certificate chahiye kya?,documents_required,Hinglish,documents_required,admission_process.txt
When does the application open?,application_deadline,English,application_deadline,deadlines.txt
Application kab start hoti hai?,application_deadline,Hinglish,application_deadline,deadlines.txt
When is the application deadline?,application_deadline,English,application_deadline,deadlines.txt
Application ki last date kab hai?,application_deadline,Hinglish,application_deadline,deadlines.txt
Is late submission allowed?,application_deadline,English,application_deadline,deadlines.txt
Late form submit kar sakte hain?,application_deadline,Hinglish,application_deadline,deadlines.txt
When does registration close?,application_deadline,English,application_deadline,deadlines.txt
Registration kab band hogi?,application_deadline,Hinglish,application_deadline,deadlines.txt
What is the final date to apply?,application_deadline,English,application_deadline,deadlines.txt
Apply karne ki final date kya hai?,application_deadline,Hinglish,application_deadline,deadlines.txt
When is counselling?,application_deadline,English,application_deadline,deadlines.txt
Counselling kab hogi?,application_deadline,Hinglish,application_deadline,deadlines.txt
When is document verification?,application_deadline,English,application_deadline,deadlines.txt
Document verification kab hai?,application_deadline,Hinglish,application_deadline,deadlines.txt
When is the fee payment deadline?,application_deadline,English,application_deadline,deadlines.txt
Fee payment ki last date kya hai?,application_deadline,Hinglish,application_deadline,deadlines.txt
When should I report to campus?,application_deadline,English,application_deadline,deadlines.txt
Campus reporting kab karni hai?,application_deadline,Hinglish,application_deadline,deadlines.txt
Can the deadline be extended?,application_deadline,English,application_deadline,deadlines.txt
Deadline extend ho sakti hai?,application_deadline,Hinglish,application_deadline,deadlines.txt
Can I get a refund after cancellation?,refund,English,refund,fee_structure.txt
Admission cancel karne par refund milega?,refund,Hinglish,refund,fee_structure.txt
How do I request a refund?,refund,English,refund,fee_structure.txt
Refund ke liye apply kaise karun?,refund,Hinglish,refund,fee_structure.txt
Is the registration fee refundable?,refund,English,refund,fee_structure.txt
Registration fee wapas milti hai kya?,refund,Hinglish,refund,fee_structure.txt
When will my refund arrive?,refund,English,refund,fee_structure.txt
Refund kab tak aayega?,refund,Hinglish,refund,fee_structure.txt
Is there a cancellation deduction?,refund,English,refund,fee_structure.txt
Cancellation par kitna cut hoga?,refund,Hinglish,refund,fee_structure.txt
Can overpayment be returned?,refund,English,refund,fee_structure.txt
Extra payment wapas milega?,refund,Hinglish,refund,fee_structure.txt
What proof is needed for refund?,refund,English,refund,fee_structure.txt
Refund ke liye proof kya chahiye?,refund,Hinglish,refund,fee_structure.txt
Does withdrawal affect refund?,refund,English,refund,fee_structure.txt
Withdrawal se refund par kya effect hoga?,refund,Hinglish,refund,fee_structure.txt
Can I cancel online?,refund,English,refund,fee_structure.txt
Online cancellation kar sakte hain?,refund,Hinglish,refund,fee_structure.txt
Is a refund available before classes start?,refund,English,refund,fee_structure.txt
Classes start hone se pehle refund milega?,refund,Hinglish,refund,fee_structure.txt
Can I contact admissions?,contact_admission,English,contact_admission,admission_process.txt
Admissions se contact kaise karun?,contact_admission,Hinglish,contact_admission,admission_process.txt
What is the admissions email?,contact_admission,English,contact_admission,admission_process.txt
Admission email kya hai?,contact_admission,Hinglish,contact_admission,admission_process.txt
Is there an admissions helpline?,contact_admission,English,contact_admission,admission_process.txt
Admission helpline hai kya?,contact_admission,Hinglish,contact_admission,admission_process.txt
Who handles application issues?,contact_admission,English,contact_admission,admission_process.txt
Form problem ke liye kisse baat karun?,contact_admission,Hinglish,contact_admission,admission_process.txt
Where is the admission office?,contact_admission,English,contact_admission,admission_process.txt
Admission office kahan hai?,contact_admission,Hinglish,contact_admission,admission_process.txt
Can I call the coordinator?,contact_admission,English,contact_admission,admission_process.txt
Coordinator ko call kar sakte hain?,contact_admission,Hinglish,contact_admission,admission_process.txt
What are admissions office hours?,contact_admission,English,contact_admission,admission_process.txt
Admission office kab khulta hai?,contact_admission,Hinglish,contact_admission,admission_process.txt
Who can answer portal questions?,contact_admission,English,contact_admission,admission_process.txt
Portal problem ke liye kisse contact karun?,contact_admission,Hinglish,contact_admission,admission_process.txt
Can parents contact admissions?,contact_admission,English,contact_admission,admission_process.txt
Parents admission office se baat kar sakte hain?,contact_admission,Hinglish,contact_admission,admission_process.txt
Where can I get official admission help?,contact_admission,English,contact_admission,admission_process.txt
Official admission help kahan milegi?,contact_admission,Hinglish,contact_admission,admission_process.txt
What is the campus gate timing?,other,English,other,
Campus gate kab band hota hai?,other,Hinglish,other,
Is there a canteen?,other,English,other,
Canteen hai kya?,other,Hinglish,other,
Are there sports facilities?,other,English,other,
Sports facility hai kya?,other,Hinglish,other,
Is parking available?,other,English,other,
Parking milti hai kya?,other,Hinglish,other,
Where is the placement office?,other,English,other,
Placement office kahan hai?,other,Hinglish,other,
Are there cultural clubs?,other,English,other,
Cultural club hai kya?,other,Hinglish,other,
Is there a gym?,other,English,other,
Gym use kar sakte hain?,other,Hinglish,other,
What are library timings?,other,English,other,
Library kab khulti hai?,other,Hinglish,other,
Is there a bank nearby?,other,English,other,
College ke paas bank hai kya?,other,Hinglish,other,
Are weekend classes held?,other,English,other,
Weekend classes hoti hain kya?,other,Hinglish,other,
Does the academic fee include registration?,fee_structure,English,fee_structure,fee_structure.txt
Registration aur development fee alag hain?,fee_structure,Hinglish,fee_structure,fee_structure.txt
What is the one-time admission charge?,fee_structure,English,fee_structure,fee_structure.txt
One-time caution deposit kitna hai?,fee_structure,Hinglish,fee_structure,fee_structure.txt
Is the first semester fee payable at joining?,fee_structure,English,fee_structure,fee_structure.txt
Which admission papers are needed at reporting?,documents_required,English,documents_required,admission_process.txt
Reporting ke time kaunse papers chahiye?,documents_required,Hinglish,documents_required,admission_process.txt
Do I need a domicile certificate?,documents_required,English,documents_required,admission_process.txt
Domicile proof lagega kya?,documents_required,Hinglish,documents_required,admission_process.txt
Should I bring original certificates?,documents_required,English,documents_required,admission_process.txt
Can scholarship help with hostel costs?,scholarship,English,scholarship,scholarship.txt
Scholarship hostel fee cover karegi?,scholarship,Hinglish,scholarship,scholarship.txt
What is the merit award process?,scholarship,English,scholarship,scholarship.txt
Merit award ke liye kya karna hai?,scholarship,Hinglish,scholarship,scholarship.txt
Is scholarship support renewed yearly?,scholarship,English,scholarship,scholarship.txt
